🔓┃解锁,#genre#
湖南卫视,http://222.244.113.235:808/hls/1/index.m3u8
湖南经视,http://222.244.113.235:808/hls/2/index.m3u8
湖南都市,http://222.244.113.235:808/hls/3/index.m3u8
湖南电视剧,http://222.244.113.235:808/hls/4/index.m3u8
潇湘电影,http://222.244.113.235:808/hls/5/index.m3u8
金鹰卡通,http://222.244.113.235:808/hls/6/index.m3u8
湖南娱乐,http://222.244.113.235:808/hls/7/index.m3u8
金鹰纪实,http://222.244.113.235:808/hls/9/index.m3u8
湖南公共,http://222.244.113.235:808/hls/10/index.m3u8
湖南国际,http://222.244.113.235:808/hls/11/index.m3u8
长沙新闻,http://222.244.113.235:808/hls/13/index.m3u8
长沙政法,http://222.244.113.235:808/hls/14/index.m3u8
湖南教育,http://222.244.113.235:808/hls/15/index.m3u8
长沙女性,http://222.244.113.235:808/hls/16/index.m3u8
长沙经贸,http://222.244.113.235:808/hls/17/index.m3u8



🔓┃安徽,#genre#


「安徽」安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd
「安徽」安徽影院,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
「安徽」安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
「安徽」池州公共,http://cm.wshls.homecdn.com/live/4abdf.flv?zanhd
「安徽」肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8?zanhd
「安徽」固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
「安徽」淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8?zanhd
「安徽」淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8?zanhd
「安徽」歙县综合频道,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd
「安徽」宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd
🔓┃浙江,#genre#
浙江公共新闻,https://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
🔓┃江苏,#genre#


http://119.162.4.248:8123/udp/239.21.1.74:5002




江苏卫视,https://live-hls.jstv.com/livezhuzhan/jsws.m3u8?upt=9525d28f2510710360
         https://live-hls.jstv.com/livezhuzhan/jsws.flv?upt=a1c4bb8c2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jsws?upt=974907582510710360
江苏城市,https://live-hls.jstv.com/livezhuzhan/jscs.m3u8?upt=9bc4860f2510710360
         https://live-hls.jstv.com/livezhuzhan/jscs.flv?upt=d361165c2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jscs?upt=30a544992510710360
江苏影视,https://live-hls.jstv.com/livezhuzhan/jsys.m3u8?upt=2012408f2510710360
         https://live-hls.jstv.com/livezhuzhan/jsys.flv?upt=8f2db1292510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jsys?upt=ed57b6e62510710360
江苏综艺,https://live-hls.jstv.com/livezhuzhan/jszy.m3u8?upt=c472cfa22510710360
         https://live-hls.jstv.com/livezhuzhan/jszy.flv?upt=ad3deaf02510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jszy?upt=5fdf59522510710360
江苏公共新闻,https://live-hls.jstv.com/livezhuzhan/jsgg.m3u8?upt=4383b1d62510710360
             https://live-hls.jstv.com/livezhuzhan/jsgg.flv?upt=3ffbf2232510710360
             rtmp://live-hls.jstv.com/livezhuzhan/jsgg?upt=def530a82510710360
江苏体育休闲,https://live-hls.jstv.com/livezhuzhan/jsty.m3u8?upt=7f5cca872510710360
             https://live-hls.jstv.com/livezhuzhan/jsty.flv?upt=a21c61662510710360
             rtmp://live-hls.jstv.com/livezhuzhan/jsty?upt=292ea6c82510710360
江苏教育,https://live-hls.jstv.com/livezhuzhan/jsjy.m3u8?upt=cb7c273e2510710360
         https://live-hls.jstv.com/livezhuzhan/jsjy.flv?upt=b2077e7a2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jsjy?upt=965e9d88251071036
江苏国际,https://live-hls.jstv.com/livezhuzhan/jsgj.m3u8?upt=624fbf672510710360
         https://live-hls.jstv.com/livezhuzhan/jsgj.flv?upt=9911a6af2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/jsgj?upt=a1c2319c2510710360
好享购物,https://live-hls.jstv.com/livezhuzhan/hxgw.m3u8?upt=5ef506892510710360
         https://live-hls.jstv.com/livezhuzhan/hxgw.flv?upt=6cbeb42d2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/hxgw?upt=fa1e26252510710360
优漫卡通,https://live-hls.jstv.com/livezhuzhan/ymkt.m3u8?upt=230be0e52510710360
         https://live-hls.jstv.com/livezhuzhan/ymkt.flv?upt=9d39ec8c2510710360
         rtmp://live-hls.jstv.com/livezhuzhan/ymkt?upt=7aa6a3472510710360



体育频道,#genre#
WWE,https://live.metshop.top/huya/20971519
AEW,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
足球1,https://glxlmn026c.singularcdn.net.br/playout_01/playlist-720p.m3u8
足球2,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
足球3,https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
足球4,https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
五星体育,http://49.235.110.121:9090/898/peda/bestv.php?id=wxty
劲爆体育,http://49.235.110.121:9090/898/peda/bestv.php?id=jbty
魅力足球,http://49.235.110.121:9090/898/peda/bestv.php?id=mlzq
风云足球,http://111.20.40.162/PLTV/88888893/224/3221226984/index.m3u8
央视台球,http://111.20.40.162/PLTV/88888893/224/3221226956/index.m3u8
网球高尔夫,http://111.20.40.164/PLTV/88888893/224/3221226978/index.m3u8
快乐垂钓,http://49.235.110.121:9090/898/peda/bestv.php?id=klcd
四海钓鱼,http://49.235.110.121:9090/898/peda/小果.php?id=sy_4000
先锋乒羽,http://49.235.110.121:9090/898/peda/小果.php?id=xfpy_4000
CCTV5-,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5-,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
辽宁-体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
欧洲体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
俄罗斯体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/530/index.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空体育 新闻,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
天空体育 板球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽体育,http://skycw.vicp.net:4022/udp/238.1.79.41:4440
安徽体育,http://321257.cn:8888/udp/238.1.79.41:4440
CCTV5+ 体育赛事,http://222.243.28.152:9901/tsfile/live/0016_1.m3u8
CCTV5体育高清,http://wd.shadowzen.xyz/tvphp/cqyx2.php?id=cctv5
山东体育,http://60.208.44.186:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,rtmp://9wv7.mine.nu/sat/tv721
纬来体育,rtmp://219.80.97.77/sat/tv721
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
24小时体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001594/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?世界杯WorldCup
BRTV体育休闲,http://111.20.35.103:6610/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
MBC体育,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
杭州体育,https://hw-m-l.cztv.com/channels/lantian/channel17/1080p.m3u8
精品体育,http://111.40.196.37:443/PLTV/88888888/224/3221225608/1.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
天空体育 格斗,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空体育 德甲,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
Bein体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6124/index.m3u8
MAT体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/522/index.m3u8
BT 体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2505/index.m3u8
Bein体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2501/index.m3u8
Bein体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2499/index.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8
FOX体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7323/index.m3u8
澳视体育,http://61.244.22.5/ch4/sport_ch4.live/chunklist_w1501922041.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
深圳体育健康,http://jh.d7g.cn/sztv.php?id=sztyjk
深圳体育健康,http://113.117.74.12:8081/hls/70/index.m3u8





▶️┃明星,#genre#



周星馳一,http://tx-screenshots.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8

周星馳二,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=122402



邵氏影院,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=4246519
周星馳粵語d,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=6566671

李連傑,http://tx-screenshots.flv.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.m3u8
周潤發,http://tx-screenshots.flv.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8
劉德華,http://tx-screenshots.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8
洪金寶,http://tx-screenshots.flv.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.m3u8
成龍一,http://tx-screenshots.flv.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8


成龍一,https://epg.pw/stream/eafc1adaaec0364fa93e48fbaa0a48ea1e1e9f1912cdc7512da8967b95004da5.ctv

成龍三,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=3379942
成龍李連傑,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=8107217
李小龍,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=8721095


女神系列☆邱淑貞 王祖賢 張曼玉,https://live.goodiptv.club/api/huya.php?id=11336571
沈騰一,https://live.goodiptv.club/api/huya.php?id=11601968
沈騰二,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=85894



吳孟達,http://43.128.40.42:198/虎牙直播/huya.php?id=11336592
吳孟達,https://www.goodiptv.club/huya/11336592
吳孟達,https://live.metshop.top/huya/11336592
吳孟達,http://hls.ye23.vip/wl/huya2205.php?id=11336592




邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
周星馳一,http://43.128.40.42:198/虎牙直播/huya.php?id=11342412
周星馳二,http://lxajh.top/tv/douyu.php?id=122402
周星馳粵語d,http://lxajh.top/tv/douyu.php?id=6566671
周星馳粵語h,http://43.128.40.42:198/虎牙直播/huya.php?id=11336587
洪金寶,http://43.128.40.42:198/虎牙直播/huya.php?id=11279251
李連傑,http://43.128.40.42:198/虎牙直播/huya.php?id=11342390
成龍一,http://43.128.40.42:198/虎牙直播/huya.php?id=11342386
成龍二,http://43.128.40.42:198/虎牙直播/huya.php?id=27125437
成龍三,http://lxajh.top/tv/douyu.php?id=3379942
成龍李連傑,http://lxajh.top/tv/douyu.php?id=8107217
李小龍,http://lxajh.top/tv/douyu.php?id=8721095
道恩·強森,http://43.128.40.42:198/虎牙直播/huya.php?id=21059581
傑森·斯坦森,http://43.128.40.42:198/虎牙直播/huya.php?id=21059588
周潤發,http://43.128.40.42:198/虎牙直播/huya.php?id=11342387
劉德華,http://43.128.40.42:198/虎牙直播/huya.php?id=11342424
梁家輝,http://43.128.40.42:198/虎牙直播/huya.php?id=11342429
甄子丹,http://43.128.40.42:198/虎牙直播/huya.php?id=11352935
許冠英,http://43.128.40.42:198/虎牙直播/huya.php?id=11601972
女神系列☆邱淑貞 王祖賢 張曼玉,http://43.128.40.42:198/虎牙直播/huya.php?id=11336571
沈騰一,http://43.128.40.42:198/虎牙直播/huya.php?id=11601968
沈騰二,http://lxajh.top/tv/douyu.php?id=85894
林正英,http://43.128.40.42:198/虎牙直播/huya.php?id=11342421
黃勃,http://43.128.40.42:198/虎牙直播/huya.php?id=11352876


邵氏影院,https://tv.iill.top/douyu/4246519
周星馳一,http://epg.112114.xyz/huya/11342412
周星馳二,https://tv.iill.top/douyu/122402
周星馳粵語d,https://tv.iill.top/douyu/6566671
周星馳粵語h,http://epg.112114.xyz/huya/11336587
洪金寶,http://epg.112114.xyz/huya/11279251
李連傑,http://epg.112114.xyz/huya/11342390
成龍一,http://epg.112114.xyz/huya/11342386
成龍二,http://epg.112114.xyz/huya/27125437
成龍三,https://tv.iill.top/douyu/3379942
成龍李連傑,https://tv.iill.top/douyu/8107217
李小龍,https://tv.iill.top/douyu/8721095
道恩·強森,http://epg.112114.xyz/huya/21059581
傑森·斯坦森,http://epg.112114.xyz/huya/21059588
周潤發,http://epg.112114.xyz/huya/11342387
劉德華,http://epg.112114.xyz/huya/11342424
梁家輝,http://epg.112114.xyz/huya/11342429
甄子丹,http://epg.112114.xyz/huya/11352935
許冠英,http://epg.112114.xyz/huya/11601972
女神系列☆邱淑貞 王祖賢 張曼玉,http://epg.112114.xyz/huya/11336571
沈騰一,http://epg.112114.xyz/huya/11601968
沈騰二,https://tv.iill.top/douyu/85894
林正英,http://epg.112114.xyz/huya/11342421
黃勃,http://epg.112114.xyz/huya/11352876



邵氏影院,http://43.138.170.29:35455/douyu/4246519
周星馳一,https://www.goodiptv.club/huya/11342412
周星馳二,http://43.138.170.29:35455/douyu/122402
周星馳粵語d,http://43.138.170.29:35455/douyu/6566671
周星馳粵語h,https://www.goodiptv.club/huya/11336587
洪金寶,https://www.goodiptv.club/huya/11279251
李連傑,https://www.goodiptv.club/huya/11342390
成龍一,https://www.goodiptv.club/huya/11342386
成龍二,https://www.goodiptv.club/huya/27125437
成龍三,http://43.138.170.29:35455/douyu/3379942
成龍李連傑,http://43.138.170.29:35455/douyu/8107217
李小龍,http://43.138.170.29:35455/douyu/8721095
道恩·強森,https://www.goodiptv.club/huya/21059581
傑森·斯坦森,https://www.goodiptv.club/huya/21059588
周潤發,https://www.goodiptv.club/huya/11342387
劉德華,https://www.goodiptv.club/huya/11342424
梁家輝,https://www.goodiptv.club/huya/11342429
甄子丹,https://www.goodiptv.club/huya/11352935
許冠英,https://www.goodiptv.club/huya/11601972
女神系列☆邱淑貞 王祖賢 張曼玉,https://www.goodiptv.club/huya/11336571
沈騰一,https://www.goodiptv.club/huya/11601968
沈騰二,http://43.138.170.29:35455/douyu/85894
林正英,https://www.goodiptv.club/huya/11342421
黃勃,https://www.goodiptv.club/huya/11352876


邵氏影院,https://live.metshop.top/douyu/4246519
周星馳一,https://live.metshop.top/huya/11342412
周星馳二,https://live.metshop.top/douyu/122402
周星馳粵語d,https://live.metshop.top/douyu/6566671
周星馳粵語h,https://live.metshop.top/huya/11336587
洪金寶,https://live.metshop.top/huya/11279251
李連傑,https://live.metshop.top/huya/11342390
成龍一,https://live.metshop.top/huya/11342386
成龍二,https://live.metshop.top/huya/27125437
成龍三,https://live.metshop.top/douyu/3379942
成龍李連傑,https://live.metshop.top/douyu/8107217
李小龍,https://live.metshop.top/douyu/8721095
道恩·強森,https://live.metshop.top/huya/21059581
傑森·斯坦森,https://live.metshop.top/huya/21059588
周潤發,https://live.metshop.top/huya/11342387
劉德華,https://live.metshop.top/huya/11342424
梁家輝,https://live.metshop.top/huya/11342429
甄子丹,https://live.metshop.top/huya/11352935
許冠英,https://live.metshop.top/huya/11601972
女神系列☆邱淑貞 王祖賢 張曼玉,https://live.metshop.top/huya/11336571
沈騰一,https://live.metshop.top/huya/11601968
沈騰二,https://live.metshop.top/douyu/85894
林正英,https://live.metshop.top/huya/11342421
黃勃,https://live.metshop.top/huya/11352876


周星馳一,http://hls.ye23.vip/wl/huya2205.php?id=11342412
周星馳粵語h,http://hls.ye23.vip/wl/huya2205.php?id=11336587
洪金寶,http://hls.ye23.vip/wl/huya2205.php?id=11279251
李連傑,http://hls.ye23.vip/wl/huya2205.php?id=11342390
成龍一,http://hls.ye23.vip/wl/huya2205.php?id=11342386
成龍二,http://hls.ye23.vip/wl/huya2205.php?id=27125437
傑森·斯坦森,http://hls.ye23.vip/wl/huya2205.php?id=21059588
道恩·強森,http://hls.ye23.vip/wl/huya2205.php?id=21059581
周潤發,http://hls.ye23.vip/wl/huya2205.php?id=11342387
劉德華,http://hls.ye23.vip/wl/huya2205.php?id=11342424
梁家輝,http://hls.ye23.vip/wl/huya2205.php?id=11342429
甄子丹,http://hls.ye23.vip/wl/huya2205.php?id=11352935
許冠英,http://hls.ye23.vip/wl/huya2205.php?id=11601972
女神系列☆邱淑貞 王祖賢 張曼玉,http://hls.ye23.vip/wl/huya2205.php?id=11336571
沈騰一,http://hls.ye23.vip/wl/huya2205.php?id=11601968
林正英,http://hls.ye23.vip/wl/huya2205.php?id=11342421
黃勃,http://hls.ye23.vip/wl/huya2205.php?id=11352876












▶️┃斗鱼,#genre#
邵氏影院㊣代,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=4246519

凌儿影院㊣版,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=1377142



http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=2758565
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
神乐影院✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=122402
可乐影院✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=20415
冰冰剧场✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=74374
小宇60帧✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=323876
吃米滴虫✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=315457
冰冰经典✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=74374
恐怖惊悚✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=96577
電影劇場✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=7575350
國語電影✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=2436390
豆瓣高分✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=8770422
花卷陪看✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=52787
漫威剧情✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=6140589
霍格沃茨✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=8814650
鱼宝恐怖✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=1165374
鬼片恐怖✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=2935323
小U鬼片✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=96577

吃奶滴虫✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=263824
变种人片✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=9651304
喜剧电影✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=9292492
女神电影✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=747764
华语经典✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=434971
避风影院✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=9826611

欧美大片✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=2793084
贝爷影厅✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=252802
译制国语✔原,http://103.45.68.47:666/gy/gy_IuvcUl斗鱼.php?id=2436390
绍兴影院✪另,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
斗鱼华语点歌台,http://epg.112114.xyz/douyu/3186217
斗鱼??周杰伦??,http://epg.112114.xyz/douyu/7537296
斗鱼菜园小饼,http://epg.112114.xyz/douyu/7701735
斗鱼军旅动作,http://epg.112114.xyz/douyu/431460
斗鱼?救救小鸭吧?,http://epg.112114.xyz/douyu/7925840
斗鱼爱情公寓,http://epg.112114.xyz/douyu/6863367
斗鱼港剧直播,http://epg.112114.xyz/douyu/4549169
斗鱼破案推理悬疑,http://epg.112114.xyz/douyu/6091425
斗鱼宇哥Rebirth,http://epg.112114.xyz/douyu/413573
斗鱼粤语电影,http://epg.112114.xyz/douyu/1226741
斗鱼港电影院,http://epg.112114.xyz/douyu/9826611
斗鱼瑶瑶,http://epg.112114.xyz/douyu/2935323
斗鱼蒲蚂蚱,http://epg.112114.xyz/douyu/6079455
斗鱼译制国语,http://epg.112114.xyz/douyu/2436390
斗鱼??小U??,http://epg.112114.xyz/douyu/96577
斗鱼??冰冰??,http://epg.112114.xyz/douyu/74374
斗鱼Liz陪看,http://epg.112114.xyz/douyu/7254536
斗鱼周末电影院,http://epg.112114.xyz/douyu/3637726
斗鱼清晰林正英,http://epg.112114.xyz/douyu/7356023
斗鱼民间故事,http://epg.112114.xyz/douyu/9682807
斗鱼鱼小丸梓,http://epg.112114.xyz/douyu/6140589
斗鱼邦德,http://epg.112114.xyz/douyu/9292499
斗鱼嗷大喵,http://epg.112114.xyz/douyu/4282654
斗鱼喜剧电影,http://epg.112114.xyz/douyu/9292492
斗鱼网神影厅,http://epg.112114.xyz/douyu/508118
斗鱼鱼宝好困,http://epg.112114.xyz/douyu/1165374
斗鱼339影院,http://epg.112114.xyz/douyu/1274132
斗鱼经典巨制,http://epg.112114.xyz/douyu/2793084
斗鱼吃奶滴虫,http://epg.112114.xyz/douyu/263824
斗鱼贝爷影厅1,http://epg.112114.xyz/douyu/36337
斗鱼贝爷影厅,http://epg.112114.xyz/douyu/252802
斗鱼麓山迷踪,http://epg.112114.xyz/douyu/4505431
斗鱼国产青春,http://epg.112114.xyz/douyu/5423
斗鱼IMAX影厅,http://epg.112114.xyz/douyu/4332
斗鱼小小亭长,http://epg.112114.xyz/douyu/5802446
斗鱼刘德华,http://epg.112114.xyz/douyu/2516864
斗鱼恐怖电影,http://epg.112114.xyz/douyu/9275635
斗鱼林正英,http://epg.112114.xyz/douyu/218859
斗鱼女神金,http://epg.112114.xyz/douyu/747764
斗鱼鬼叔怪谈,http://epg.112114.xyz/douyu/2871394
斗鱼夜魔人老王,http://epg.112114.xyz/douyu/610972
牛叔】N分钟带你看完大片,http://mmitv.top/test/douyu.php?id=2758565&u=154114487&cate
贝爷影厅】经典 科幻 动作 灾难 巨兽,http://mmitv.top/test/douyu.php?id=252802&u=2676870&cate
神乐】华语 经典 电影 沈腾 周星驰,http://mmitv.top/test/douyu.php?id=85894&u=3715613&cate
片片】片荒的时候看片片,http://mmitv.top/test/douyu.php?id=4258555&u=110477032&cate
贝贝】AI补帧 军旅 历史 喜剧 动作,http://mmitv.top/test/douyu.php?id=431460&u=23522418&cate
